                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4121,                 2.0501,                 1.2054,                0.69121,                0.63796,                0.69428,                0.40165,                 1.3171,                 2.3817,                  1.265,             0.00055359,             0.00055359,             0.00055359
